Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
1176,SBH Health System,HOSP,Hospital,01/01/1901,4422 Third Avenue,,Bronx,New York,10457,7189606100,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000014H,St Barnabas Hospital Inc,4422 Third Avenue,,Bronx,New York,10457,,,,,New York,,Not for Profit Corporation,40.853909,-73.891014,"(40.853909, -73.891014)"
7504,New York Medical and Diagnostic Center,DTC,Diagnostic and Treatment Center,02/19/1998,80-46 Kew Gardens Road,,Kew Gardens,New York,11415,7182611000,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003248R,"New York Medical and Diagnostic Center, Inc",80-46 Kew Gardens Road,,Kew Garden,New York,11415,,,,,New York,,Business Corporation,40.713314,-73.83017,"(40.713314, -73.83017)"
1699,Windsor Park Rehab & Nursing Center,NH,Residential Health Care Facility - SNF,09/27/1979,212-40 Hillside Avenue,,Queens Village,New York,11427,7184680800,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003357N,Windsor Park Nursing Home Inc,212-40 Hillside Avenue,,Queens,New York,11427,,,,,New York,,Business Corporation,40.725147,-73.753143,"(40.725147, -73.753143)"
13903,"Crystal Home Care Services, Inc.",LHCSA,Licensed Home Care Services Agency,02/19/1999,979 Bay St,,Staten Island,New York,10305-4937,7189819596,7189819049,,7097,Richmond,5,Metropolitan Area Regional Office - New York City,,,9797L001,"Crystal Home Care Services, Inc.",979 Bay Street,,Staten Island,New York,10305-4937,,,,,New York,,Business Corporation,40.618798,-74.069492,"(40.618798, -74.069492)"
1403,Boro Park Center for Rehabilitation and Healthcare,NH,Residential Health Care Facility - SNF,01/01/1901,4915 10th Ave,,Brooklyn,New York,11219,7188513700,7189726120,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001394N,"Boro Park Operating Co, LLC",4915 Tenth Avenue,,Brooklyn,New York,11219,,,,,New York,,LLC,40.638924,-73.998734,"(40.638924, -73.998734)"
13525,Trusting Hands Homecare Agency,LHCSA,Licensed Home Care Services Agency,02/12/2020,72 Guy Lombardo Avenue,,Freeport,New York,11520,5166295444,5166141001,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2490L001,Trusting Hands H.S. LLC,72 Guy Lombardo Avenue,,Freeport,New York,11520,,,,,New York,,LLC,40.654477,-73.585158,"(40.654477, -73.585158)"
9702,VBMC Cardiac Testing Center at Columbia Street,HOSP-EC,Hospital Extension Clinic,07/01/2014,1 Columbia Street,,Poughkeepsie,New York,12540,8454272894,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,Vassar Brothers Medical Center,181,1302001H,"Health Quest Systems, Inc.",45 Reade Place,,Poughkeepsie,New York,12601,Nuvance Health,"1351 Route 55, Suite 200",,LaGrangeville,New York,12540,Not for Profit Corporation,41.695889,-73.936195,"(41.695889, -73.936195)"
1439,Mount Sinai Beth Israel,HOSP,Hospital,01/01/1901,First Ave at 16th Street,,New York,New York,10003,2124202873,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002002H,Beth Israel Medical Center Inc,10 Nathan Perlman Place,,New York,New York,10003,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.732666,-73.981598,"(40.732666, -73.981598)"
4006,Warren County Health Services,LTHHCP,Long Term Home Health Care Program,12/15/1988,1340 State Route 9,,Lake George,New York,12845,5187616415,,,56,Warren,4,Capital District Regional Office,,,5620901L,Warren County Health Services LTHHCP,Rd 2 Gurney Lane,,Glens Falls,New York,12801,,,,,New York,,County,43.359562,-73.701469,"(43.359562, -73.701469)"
7777,Waterford Family Health,HOSP-EC,Hospital Extension Clinic,09/30/1998,158 Saratoga Rd,,Waterford,New York,12188,,,,45,Saratoga,4,Capital District Regional Office,Samaritan Hospital,756,4102002H,Samaritan Hospital of Troy NY Inc,2215 Burdett Avenue,,Troy,New York,12180,Trinity Health Corporation,20555 Victor Parkway,,Livonia,New York,48152,Not for Profit Corporation,42.789577,-73.689415,"(42.789577, -73.689415)"
6966,Scanvan (Mobile),DTC-EC,Diagnostic and Treatment Center Extension Clinic,05/31/2007,8 East Third Street,,New York,New York,10013,2126200340,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Project Renewal,7676,7002161R,Project Renewal Inc,200 Varick Street,,New York,New York,10014,,,,,New York,,Not for Profit Corporation,40.726082,-73.991211,"(40.726082, -73.991211)"
2958,Cattaraugus Co Health Department,LTHHCP,Long Term Home Health Care Program,10/01/1978,1 Leo Moss Drive,,Olean,New York,14760,7163738050,,,4,Cattaraugus,1,Western Regional Office - Buffalo,,,0401901L,Cattaraugus County Health Department,302 Laurens Street,,Olean,New York,14760,,,,,New York,,County,42.086971,-78.450386,"(42.086971, -78.450386)"
15232,The Rock Home Care Inc,LHCSA,Licensed Home Care Services Agency,10/25/2021,979 Bay Street,,Staten Island,New York,10305,9178300201,,,7097,Richmond,5,Metropolitan Area Regional Office - New York City,,,2589L001,The Rock Home Care Inc.,979 Bay Street,,Staten Island,New York,10305,,,,,New York,,Business Corporation,,,
14731,Home Sweet Home of Athens,AH,Adult Home,08/25/1986,71 Second Street,,Athens,New York,12015,5189451673,5189452082,,19,Greene,4,Capital District Regional Office,,,300-F-034,"The W Group at Hudson, LLC",71 Second Street,,Athens,New York,12015-1024,,,,,New York,,LLC,42.262411,-73.813968,"(42.262411, -73.813968)"
6780,Cleve Hill Dialysis Center,DTC,Diagnostic and Treatment Center,08/01/2005,"3520 Main Street, Suite 400",,Amherst,New York,14226,7168318892,,,14,Erie,1,Western Regional Office - Buffalo,,,1401232R,"Liberty RC, Inc.",3117 Webster Avenue,,Bronx,New York,10467,,,,,New York,,Business Corporation,42.957942,-78.818124,"(42.957942, -78.818124)"
13448,Graceland Home Care Inc.,LHCSA,Licensed Home Care Services Agency,12/15/2015,2768 Pitkin Avenue,,Brooklyn,New York,11208,7185522694,7185522695,www.gracelandhomecare.com,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,2345L001,Graceland Home Care Inc.,2768 Pitkin Avenue,,Brooklyn,New York,11208,,,,,New York,,Business Corporation,40.675469,-73.869773,"(40.675469, -73.869773)"
6840,Dental Center,HOSP-EC,Hospital Extension Clinic,03/31/2006,1536 Bedford Avenue,,Brooklyn,New York,11238,7186137375,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,Brookdale Hospital Medical Center,1286,7001002H,The Brookdale Hospital Medical Center,One Brookdale Plaza,,Brooklyn,New York,11212,"One Brooklyn Health System, Inc.",1 Brookdale Plaza,Care of Alex Rovt Chairman of the Board,Brooklyn,New York,11212,Not for Profit Corporation,40.670677,-73.955132,"(40.670677, -73.955132)"
15455,EOM Management LLC,LHCSA,Licensed Home Care Services Agency,07/07/2023,1295 Broadway,,Hewlett,New York,11557,,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2644L002,"Eom Management, Llc",948 Mcdonald Avenue,2nd Floor,Brooklyn,New York,11215,,,,,New York,,LLC,,,
9830,The Dr. Laurie Sands and Constellation Brands Breast Imaging Center,HOSP-EC,Hospital Extension Clinic,08/28/2015,195 Parrish Street,,Canandaigua,New York,14424,5853966536,,,34,Ontario,2,Western Regional Office - Rochester,F.F. Thompson Hospital,678,3429000H,The Frederick Ferris Thompson Hospital,350 Parrish Street,,Canandaigua,New York,14424,,,,,New York,,Not for Profit Corporation,42.874735,-77.286061,"(42.874735, -77.286061)"
9186,The Amsterdam at Harborside,NH,Residential Health Care Facility - SNF,01/05/2011,300 East Overlook,,Port Washington,New York,11050,5164726632,5164726694,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2951308N,"Amsterdam House Continuing Care Retirement Community, Inc",300 East Overlook,,Port Washington,New York,11050,,,,,New York,,Not for Profit Corporation,40.827885,-73.665306,"(40.827885, -73.665306)"
4490,Bassett Healthcare Network - Hamilton Madison Health Center,HOSP-EC,Hospital Extension Clinic,01/24/1991,1055 Madison Marketplace,,Hamilton,New York,13346,3158240850,,,26,Madison,3,Central New York Regional Office,Mary Imogene Bassett Hospital,746,3824000H,Mary Imogene Bassett Hospital Inc,Atwell Road,,Cooperstown,New York,13326,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Not for Profit Corporation,42.84255,-75.55359,"(42.84255, -75.55359)"
9090,NYU Langone Outpatient Surgery Center,HOSP-EC,Hospital Extension Clinic,11/02/2009,339 East 38th Street,,New York,New York,10016,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.746284,-73.971489,"(40.746284, -73.971489)"
866,Corning Hospital,HOSP,Hospital,01/01/1901,1 Guthrie Drive,,Corning,New York,14830,6079377200,,,50,Steuben,2,Western Regional Office - Rochester,,,5001000H,Corning Hospital Inc,South Wilbur Ave,,"Sayre, Pa",New York,18840,The Guthrie Clinic,1 Guthrie Square,,Sayre,New York,18840,Not for Profit Corporation,42.141293,-77.047562,"(42.141293, -77.047562)"
13826,Full Care Inc.,LHCSA,Licensed Home Care Services Agency,02/12/1993,275 Route 304,"South Bldg, Ste 400",Bardonia,New York,10954,8453582002,8453588904,www.fullcare.com,43,Rockland,6,Metropolitan Area Regional Office - New Rochelle,,,9422L001,Full Care Inc.,275 Route 304,"South Bldg, Ste 400",Bardonia,New York,10954,,,,,New York,,Business Corporation,41.107899,-73.99677,"(41.107899, -73.99677)"
9561,SUNY at Stony Brook School of Dental Medicine,,Mobile Diagnostic and Treatment Center Extension Clinic,10/09/2013,Building 310 - Sullivan Hall,,Stony Brook,New York,11794,6316328966,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,SUNY at Stony Brook School of Dental Medicine Dental Care Center,905,5151201R,SUNY at Stony Brook,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,40.903525,-73.119785,"(40.903525, -73.119785)"
12676,Jasacare,LHCSA,Licensed Home Care Services Agency,12/30/1999,247 West 37th Street,4th Floor,New York,New York,10018,6463439300,9292991192,www.jasa.org,7093,New York,5,Metropolitan Area Regional Office - New York City,,,0913L001,"Services For The Aged, Inc.",247 West 37th Street,4th Floor,New York,New York,10018,,,,,New York,,Not for Profit Corporation,40.753936,-73.991129,"(40.753936, -73.991129)"
6236,Canandaigua Family Practice,HOSP-EC,Hospital Extension Clinic,12/13/2000,3170 West St,,Canandaigua,New York,14424,7163966589,,,34,Ontario,2,Western Regional Office - Rochester,F.F. Thompson Hospital,678,3429000H,The Frederick Ferris Thompson Hospital,350 Parrish Street,,Canandaigua,New York,14424,,,,,New York,,Not for Profit Corporation,42.875416,-77.292625,"(42.875416, -77.292625)"
6528,Our Lady of Peace Nursing Care Residence,NH,Residential Health Care Facility - SNF,06/11/2003,5285 Lewiston Road,,Lewiston,New York,14092,7162982900,,,31,Niagara,1,Western Regional Office - Buffalo,,,3121303N,"Our Lady of Peace,Inc",5285 Lewiston Road,,Lewiston,New York,14092,,,,,New York,,Not for Profit Corporation,43.153564,-79.038345,"(43.153564, -79.038345)"
618,Waterville Residential Care Center,NH,Residential Health Care Facility - SNF,02/01/1989,220 Tower Street,,Waterville,New York,13480,3158414156,,,32,Oneida,3,Central New York Regional Office,,,3226301N,Harding Nursing Home LLC,220 Tower Street,,Waterville,New York,13480,,,,,New York,,LLC,42.930527,-75.383545,"(42.930527, -75.383545)"
3559,Hospice and Palliative Care Inc,HSPC,Hospice,09/01/1985,4277 Middle  Settlement Road,,New Hartford,New York,13413,3157356484,,,32,Oneida,3,Central New York Regional Office,,,3227500F,Hospice and Palliative Care Inc,210 Clinton Road,,New Hartford,New York,13413,,,,,New York,,Not for Profit Corporation,43.070301,-75.344276,"(43.070301, -75.344276)"
15048,The Arbors at Islandia West,AH,Adult Home,05/01/1992,1515 Veterans Memorial Highway,,Islandia,New York,11749,6315823600,6315826082,www.seniorcareassistedliving.com#http://www.seniorcareassistedliving.com#,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-915,"Arcadia Management, Inc.",1515 Veterans Memorial Highway,,Islandia,New York,11749-4848,,,,,New York,,Business Corporation,40.810876,-73.185199,"(40.810876, -73.185199)"
12503,"Personal Touch Home Care Of Long Island, Inc.",LHCSA,Licensed Home Care Services Agency,10/03/1996,300 Wheeler Rd,Ste 301,Hauppauge,New York,11788-4300,6312341121,6312341293,www.pthomecare.com,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,0130L002,"Personal Touch Home Care of Long Island, Inc.",222-15 Northern Blvd,,Bayside,New York,11361,,,,,New York,,Business Corporation,40.805778,-73.215304,"(40.805778, -73.215304)"
9430,St. Lawrence Community Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,11/30/2012,1764-1766 Westchester Avenue,,Bronx,New York,10472,3474077166,7186844352,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Urban Health Plan,1205,7000225R,Urban Health Plan Inc,1070 Southern Boulevard,,Bronx,New York,10459,,,,,New York,,Not for Profit Corporation,40.831394,-73.867867,"(40.831394, -73.867867)"
6232,The Grand Rehabilitation and Nursing at River Valley,NH,Residential Health Care Facility - SNF,04/03/2001,140 Main St,,Poughkeepsie,New York,12601,8454547600,8454548234,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1302309N,River Valley Operating Associates LLC,1720 Whitestone Expressway,Suite 500,Whitestone,New York,11357,,,,,New York,,LLC,41.705238,-73.933678,"(41.705238, -73.933678)"
4098,Bassett Healthcare Norwich,HOSP-EC,Hospital Extension Clinic,12/14/1988,55 Calvary Drive,,Norwich,New York,13815,6073361618,,,38,Otsego,4,Capital District Regional Office,Mary Imogene Bassett Hospital,746,3824000H,Mary Imogene Bassett Hospital Inc,Atwell Road,,Cooperstown,New York,13326,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Not for Profit Corporation,42.546238,-75.527237,"(42.546238, -75.527237)"
9366,Rahma Health Clinic,DTC,Diagnostic and Treatment Center,08/23/2012,3100 S. Salina Street,,Syracuse,New York,13205,3155696764,3154925855,,33,Onondaga,3,Central New York Regional Office,,,3301225R,"Rahma Health Clinic, Inc.",3100 S. Salina Street,,Onondaga,New York,13205,,,,,New York,,Not for Profit Corporation,43.017967,-76.141777,"(43.017967, -76.141777)"
7636,FMS - Eastview Dialysis Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,08/17/1998,120 Victor Heights Parkway,,Victor,New York,14564,5857421250,5857421951,,34,Ontario,2,Western Regional Office - Rochester,FMS-Southern Manhattan Dialysis Center,3414,7002176R,New York Dialysis Services Inc,650 Mcclellan,,Schenectady,New York,12304,,,,,New York,,Business Corporation,42.996479,-77.44516,"(42.996479, -77.44516)"
15407,Sun River Health White Plains,DTC-EC,Diagnostic and Treatment Center Extension Clinic,03/29/2023,360 Mamaroneck Avenue,,White Plains,New York,10605,8454904953,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,Sun River Health,1040,5901200R,"Sun River Health Care, Inc.",1037 Main Street,,Peekskill,New York,10566,,,,,New York,,Not for Profit Corporation,,,
10036,UR Medicine Primary Care - Bushnell's Basin,HOSP-EC,Hospital Extension Clinic,04/18/2017,167 Sully's Trail,,Pittsford,New York,14534,5857580800,,,27,Monroe,2,Western Regional Office - Rochester,Strong Memorial Hospital,413,2701005H,University of Rochester Inc,601 Elmwood Avenue,,Rochester,New York,14620,,,,,New York,,Not for Profit Corporation,43.057107,-77.466759,"(43.057107, -77.466759)"
4109,Rhinebeck Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,05/31/1989,216 Fox Hollow Road,,Rhinebeck,New York,12572,8458765400,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,Damian Family Care Center,6067,7003246R,Schenectady County,Unknown,,Scotia,New York,12302,,,,,New York,,County,41.886917,-73.922583,"(41.886917, -73.922583)"
1081,Schaffer Extended Care Center,NH,Residential Health Care Facility - SNF,01/01/1901,16 Guion Place,,New Rochelle,New York,10802,9143653702,9146371117,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5904322N,"Schaffer Extended Care Center, Inc.",16 Guion Place,,New Rochelle,New York,10801,"Montefiore Health System, Inc",111 East 210th Street,,Bronx,New York,10467,Not for Profit Corporation,40.913021,-73.787086,"(40.913021, -73.787086)"
10205,South Queens Community Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,10/20/2018,114-02 Guy Brewer Boulevard,,Jamaica,New York,11434,,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Cumberland Diagnostic & Treatment Center,3722,7001259R,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,"Gotham Health FQHC, Inc.",Care of NYC Health and Hospital Corp.,125 Worth Street,New York,New York,10013,Municipality,40.688362,-73.785919,"(40.688362, -73.785919)"
3644,Fishkill Center for Rehabilitation and Nursing,LTHHCP,Long Term Home Health Care Program,01/17/2007,22 Robert R. Kasin Way,,Beacon,New York,12508,8458318704,8458311124,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1301904L,"Yertle Operations, LLC",22 Robert R. Kasin Way,,Beacon,New York,12508,,,,,New York,,LLC,41.521412,-73.972733,"(41.521412, -73.972733)"
797,Northern Metropolitan Residential Health Care Facility Inc,NH,Residential Health Care Facility - SNF,01/01/1901,225 Maple Avenue,,Monsey,New York,10952,8453529000,,,43,Rockland,6,Metropolitan Area Regional Office - New Rochelle,,,4353301N,Northern Metropolitan Residential Health Care Facility Inc,225 Maple Avenue,,Monsey,New York,10952,,,,,New York,,Not for Profit Corporation,41.115959,-74.06691,"(41.115959, -74.06691)"
13768,Comprehensive Interdisciplinary Developmental Services,LHCSA,Licensed Home Care Services Agency,12/26/1991,1580 Lake Street,Suite 1,Elmira,New York,14901,6077336533,6077330939,,7,Chemung,2,Western Regional Office - Rochester,,,9191L001,Comprehensive Interdisciplinary Developmental Services,1580 Lake Street,Suite 1,Elmira,New York,14901,,,,,New York,,Not for Profit Corporation,42.11765,-76.807757,"(42.11765, -76.807757)"
14906,Buckley Landing Enriched Housing Site #6,EHP,Enriched Housing Program,11/09/1992,7430 Buckley Road,,North Syracuse,New York,13212,3154521207,3154525949,www.loretto-cny.org#http://www.loretto-cny.org#,33,Onondaga,3,Central New York Regional Office,,,520-S-121,"Loretto Adult Community, Inc.",1301 Nottingham Road,,Jamesville,New York,13078-8705,,,,,New York,,Not for Profit Corporation,43.131811,-76.163083,"(43.131811, -76.163083)"
9472,"Samaritan Senior Village, Inc.",NH,Residential Health Care Facility - SNF,04/05/2013,22691 Campus Drive,,Watertown,New York,13601,3157826800,3157854190,,22,Jefferson,3,Central New York Regional Office,,,2269300N,"Samaritan Senior Village, Inc.",830 Washington Street,,Watertown,New York,13601,Samaritan Medical Center,830 Washington St,,Watertown,New York,13601,Not for Profit Corporation,43.988098,-75.937401,"(43.988098, -75.937401)"
9178,Starlight Pediatric Clinic,DTC-EC,Diagnostic and Treatment Center Extension Clinic,11/08/2010,451 East Henrietta Road,,Rochester,New York,14692,5857535071,5857535188,,27,Monroe,2,Western Regional Office - Rochester,Monroe County Department of Health Clinics,422,2701215R,Monroe County,111 Westfall Road,,Rochester,New York,14692,,,,,New York,,County,43.111568,-77.616142,"(43.111568, -77.616142)"
12802,"S & A Unified Home Care, Inc.",LHCSA,Licensed Home Care Services Agency,02/16/2007,2729 Coney Island Avenue,,Brooklyn,New York,11235,7189806100,7188739311,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,1192L001,"S & A Unified Home Care, Inc.",2729 Coney Island Avenue,,Brooklyn,New York,11235,,,,,New York,,Business Corporation,40.590096,-73.960218,"(40.590096, -73.960218)"
5508,Lourdes Primary Care,HOSP-EC,Hospital Extension Clinic,09/07/1994,161 Riverside Drive,,Binghamton,New York,13905,6077986700,,,3,Broome,3,Central New York Regional Office,Our Lady of Lourdes Memorial Hospital,43,0301001H,Our Lady of Lourdes Memorial Hospital Inc,169 Riverside Drive,,Binghamton,New York,13905,,,,,New York,,Not for Profit Corporation,42.092396,-75.934525,"(42.092396, -75.934525)"
1737,Staten Island University Hospital Prince's Bay,HOSP,Hospital,08/01/1979,375 Seguine Avenue,,Staten Island,New York,10309,7182269515,,,7097,Richmond,5,Metropolitan Area Regional Office - New York City,Staten Island University Hosp-North,1740,7004003H,Staten Island University Hospital,256 Mason Avenue,,Staten Island,New York,10305,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.516773,-74.196808,"(40.516773, -74.196808)"
13398,"Helping U Homecare, Inc.",LHCSA,Licensed Home Care Services Agency,09/18/2018,75 Nichols Court,,Hempstead,New York,11550,9177931300,9174634703,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2259L002,"Helping U Homecare, Inc.",1897 3rd Avenue,,New York,New York,10029,,,,,New York,,Business Corporation,40.709485,-73.624711,"(40.709485, -73.624711)"
9224,Niagara Falls Kidney Care Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,06/09/2011,621 Tenth Street,,Niagara Falls,New York,14302,7162784639,,,31,Niagara,1,Western Regional Office - Buffalo,Cleve Hill Dialysis Center,6780,1401232R,"Liberty RC, Inc.",3117 Webster Avenue,,Bronx,New York,10467,,,,,New York,,Business Corporation,43.094048,-79.0504,"(43.094048, -79.0504)"
8552,Giffen Elementary School,,School Based Diagnostic and Treatment Center Extension Clinic,12/12/2007,274 South Pearl St,,Albany,New York,12202,5184654771,,,1,Albany,4,Capital District Regional Office,Whitney M Young Jr Health Center Inc,11,0101205R,Whitney M Young Jr Health Center Inc,Lark And Arbor Drives,,Albany,New York,12207,,,,,New York,,Not for Profit Corporation,42.641937,-73.756668,"(42.641937, -73.756668)"
9288,Fishkill Dialysis Center,DTC,Diagnostic and Treatment Center,12/02/2011,60 Merritt Boulevard,,Fishkill,New York,12524,8454401280,8454401282,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1320201R,"Fishkill Dialysis Center, LLC",60 Merritt Boulevard,,Fishkill,New York,12524,,,,,New York,,LLC,41.532356,-73.887177,"(41.532356, -73.887177)"
15051,Braemar Living at Medford,AH,Adult Home,12/21/2007,1529 North Ocean Avenue,,Medford,New York,11763,6312890600,6316820622,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-921,Medford Hamlet Llc,1529 North Ocean Avenue,,Medford,New York,11763,,,,,New York,,LLC,40.810298,-73.018042,"(40.810298, -73.018042)"
12955,Allen Health Care Services/Elara Caring,LHCSA,Licensed Home Care Services Agency,04/29/2016,2432 Grand Concourse,"Suite B, 2nd Floor",Bronx,New York,10458,7186572966,7186891454,www.allenhealth.com,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,1548L003,Health Acquisition Corp.,175 Fulton Avenue,Suite 101,Hempstead,New York,11550-3702,,,,,New York,,Business Corporation,,,
10062,Seaway Dialysis,DTC-EC,Diagnostic and Treatment Center Extension Clinic,08/07/2017,"999 East Ridge Road, Suite 11",,Rochester,New York,14621,,,,27,Monroe,2,Western Regional Office - Rochester,Bronx Dialysis Center,6661,7000272R,"Knickerbocker Dialysis, Inc",1615-1617 Eastchester Road,,Bronx,New York,10461,,,,,New York,,Business Corporation,43.196109,-77.590151,"(43.196109, -77.590151)"
4563,EMU Health,DTC,Diagnostic and Treatment Center,10/08/1992,83-40 Woodhaven Boulevard,,Glendale,New York,11385,7188498701,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003287R,"EMUSC, LLC",250 West 55th Street,Suite 3300,New York,New York,10019,,,,,New York,,LLC,40.70208,-73.855453,"(40.70208, -73.855453)"
10101,Henrietta Medical Center,HOSP-EC,Hospital Extension Clinic,11/30/2017,50 Middle Road,,Rochester,New York,14467,,,,27,Monroe,2,Western Regional Office - Rochester,Rochester General Hospital,411,2701003H,Rochester General Hospital Inc,905 Culver Road,,Rochester,New York,14609,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Not for Profit Corporation,43.066818,-77.633508,"(43.066818, -77.633508)"
9885,Christopher Columbus High School Campus,HOSP-SB,School Based Hospital Extension Clinic,07/08/2015,925 Astor Avenue,,Bronx,New York,10469,7186964070,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Montefiore Medical Center - Henry & Lucy Moses Div,1169,7000006H,Montefiore Medical Center,111 East 210th Street,,Bronx,New York,10467,"Montefiore Health System, Inc",111 East 210th Street,,Bronx,New York,10467,Not for Profit Corporation,40.860435,-73.860725,"(40.860435, -73.860725)"
7747,Syracuse Community Health Center South,DTC-EC,Diagnostic and Treatment Center Extension Clinic,11/23/1998,1701 South Ave,,Syracuse,New York,13207,3152348336,,,33,Onondaga,3,Central New York Regional Office,Syracuse Community Health,642,3301207R,Syracuse Community Health Center Inc,819-829 South Salina Street,,Syracuse,New York,13202,,,,,New York,,Not for Profit Corporation,43.020695,-76.159477,"(43.020695, -76.159477)"
5515,Peconic Bay Homehealth Services,CHHA,Certified Home Health Agency,10/12/1994,1 Heroes Way,,Riverhead,New York,11901,6315486432,6315486435,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5155601,Central Suffolk Hospital,1 Heroes Way,,Riverhead,New York,11901,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,,,
13576,Allborogh Personal Care Inc.,LHCSA,Licensed Home Care Services Agency,08/15/2016,300 Cadman Plaza West,12th Floor,Brooklyn,New York,11201,3476897768,3476897767,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,2582L001,Allborogh Personal Care Inc.,300 Cadman Plaza West,12th Floor,Brooklyn,New York,11201,,,,,New York,,Business Corporation,40.695213,-73.991253,"(40.695213, -73.991253)"
13757,"Any-Time Home Care, Inc.",LHCSA,Licensed Home Care Services Agency,06/18/1991,387 Hooker Ave,,Poughkeepsie,New York,12603-3631,8454852666,8454852665,www.anytimehomecare.com,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,9144L002,"Any-Time Home Care, Inc.",127 South Broadway,,Nyack,New York,10960-4433,,,,,New York,,Business Corporation,41.68248,-73.899794,"(41.68248, -73.899794)"
9828,Rochester Regional Health / United Memorial Community Care - Bergen Family Medicine,HOSP-EC,Hospital Extension Clinic,09/01/2015,6966 West Bergen Road,,Bergen,New York,14416,5853445349,,,18,Genesee,1,Western Regional Office - Buffalo,United Memorial Medical Center North Street Campus,339,1801000H,United Memorial Medical Center,127 North St,,Batavia,New York,14020,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Not for Profit Corporation,43.076946,-78.006191,"(43.076946, -78.006191)"
1126,Andrus On Hudson,NH,Residential Health Care Facility - SNF,01/01/1901,185 Old Broadway,,Hastings-On-Hudson,New York,10706,9144783700,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5926300N,John E Andrus Memorial Inc,185 Old Broadway,,Hastings-On-Hudson,New York,10706,,,,,New York,,Not for Profit Corporation,40.984222,-73.879555,"(40.984222, -73.879555)"
